外星BB撞地球	2015	3	24	8.7	39	2002	7.48533
龙珠剧场版	2015	3	25	8.7	42	2013	9.85871
狼与辛香料	2015	3	26	9.1	13	2008	20.4601
电波女与青春男	2015	3	26	8.9	13	2011	40.0805
请问你今天要来点兔子吗？	2015	3	26	8.6	12	2014	23.7716
精灵使的剑舞	2015	3	26	8.8	12	2014	24.0919
晨曦公主	2015	3	26	9.4	24	2014	17.5767
黄金拼图	2015	3	26	8.7	12	2013	22.8974
棺姬嘉依卡	2015	3	26	8.6	22	2014	17.1358
恋爱随意链接	2015	3	26	8.9	17	2012	18.7065
元气囝仔	2015	3	26	7.2	12	2014	21.5297
MAGI魔奇少年	2015	3	26	8.9	50	2013	8.93904
一起一起这里那里	2015	3	26	9.1	13	2012	21.9708
超次元游戏：海王星	2015	3	26	8.5	12	2013	22.6009
龙娘七七七埋藏的宝藏	2015	3	26	8.4	11	2014	24.4529
绝园的暴风雨	2015	3	26	8.7	22	2012	14.7837
我的脑内恋碍选项	2015	3	26	8.9	11	2013	24.1976
极黑的布伦希尔德	2015	3	26	8.8	13	2014	23.2
女友与梅马的修罗场	2015	3	26	8.8	13	2013	22.1984
萌萌侵略者	2015	3	26	8.7	12	2013	22.8974
青春纪行	2015	3	26	8.8	24	2013	14.8252
萝球社	2015	3	26	8.6	14	2013	21.2061
迷茫管家与懦弱的我	2015	3	26	9	13	2011	21.3651
水星领航员	2015	3	26	7.6	53	2008	5.6147
向阳素描	2015	3	26	8	60	2013	7.13553
全金属狂潮	2015	3	26	8.6	24	2002	10.7319
ToHeart2	2015	3	26	8.3	46	2012	31.6111
神薙	2015	3	26	8.1	14	2008	17.5431
染红的街道	2015	3	26	8.9	13	2009	20.5246
神是中学生	2015	3	26	8.2	16	2005	14.8834
希德尼娅的骑士	2015	3	27	8.7	12	2015	26.4333
天元突破	2015	3	27	8.5	30	2009	10.3636
丹特丽安的书架	2015	3	27	8.9	12	2012	22.5228
日常	2015	3	27	8.7	27	2011	11.9753
银之匙	2015	3	28	8.6	22	2014	17.1358
食梦者	2015	3	28	8.7	75	2012	6.04167
野狼前锋	2015	3	28	8.3	52	2002	5.59855
乒乓	2015	3	29	7.9	11	2014	23.5926
织田信奈的野望	2015	3	30	8.7	12	2012	22.2413
网络英雄洛克人	2015	3	30	7.8	56	2002	4.94349
忍者龟	2015	3	30	8.5	53	2013	8.21245
剑灵	2015	3	30	8.7	13	2014	23.05
游戏人生	2015	3	30	9.1	12	2014	24.5723
斩赤红之瞳	2015	3	30	9.6	24	2014	17.9507
三坪房间的侵略者	2015	3	30	8.6	12	2014	23.7716
日常系的异能战斗	2015	3	30	9.1	12	2014	24.5723
路人女主的养成方法	2015	3	30	9.1	13	2015	26.2167
要听爸爸的话	2015	3	30	9.1	12	2012	22.8042
我的主人爱作怪	2015	3	31	8.2	12	2005	18.5715
源氏物语千年纪	2015	3	31	8.3	11	2009	21.2339
迷途猫	2015	4	1	8.8	13	2010	20.7333
黑子的篮球	2015	4	3	9.4	62	2015	14.5353
网球王子	2015	4	3	9	225	2012	3.58333
东京ESP	2015	4	4	10	12	2014	26.0135
骷髅人	2015	4	4	10	13	2007	21.1939
死亡代理人	2015	4	4	10	23	2003	13.1149
地狱刑警	2015	4	4	10	26	2000	11.3777
吸血鬼同盟	2015	4	4	10	13	2010	22.197
妖精的狩猎者	2015	4	4	10	24	1997	11.6374
记忆女神的女儿们	2015	4	4	10	6	2008	30.4167
女恶魔人	2015	4	4	10	26	1998	11.0819
TOKKO	2015	4	4	10	13	2006	20.9167
烈车战队特急者	2015	4	4	10	41	2014	13.2612
鬼泣	2015	4	4	10	12	2008	22.2529
排球少年	2015	4	9	9.1	25	2014	16.5237
青出于蓝	2015	4	9	8.5	37	2003	7.75119
幻想嘉年华	2015	4	9	9	14	2011	20.6826
数码暴龙1	2015	4	9	8.2	54	1999	5.1744
数码暴龙2	2015	4	9	7.8	50	2000	5.30932
数码暴龙剧场版	2015	4	9	8.4	8	2006	23.1473
狮子王	2015	4	9	8.5	3	2004	31.0694
free	2015	4	9	9.3	27	2014	15.9915
潘多拉之心	2015	4	15	9	25	2009	12.3968
魔弹之王与战姬	2015	4	30	8.8	13	2014	23.2
机械女神	2015	4	30	8	57	2006	5.32242
海尔兄弟	2015	5	2	5.9	212	1996	1.20001
小鸠	2015	5	2	8.9	40	2009	8.51151
高达0079	2015	5	2	8.2	43	1979	5.30689
星际牛仔	2015	5	2	8.4	53	2001	5.5071
超时空要塞	2015	5	2	8.6	126	2012	4.42513
机动战士Z高达	2015	5	2	7.1	50	1985	4.25237
机动战士高达00	2015	5	2	8.4	50	2007	6.35612
机动战舰	2015	5	2	8.4	26	1996	9.07979
未来少年柯南	2015	5	2	8.3	26	1978	7.43581
蓝宝石之谜	2015	5	2	8.6	39	1990	6.5424
少女与战车	2015	5	2	8.7	24	2013	14.6568
鲁邦三世	2015	5	2	8.5	45	2013	9.17559
妖怪手表	2015	5	2	8.6	42	2014	11.2329
老虎和兔子	2015	5	2	8.6	24	2011	13.0358
大图书馆的牧羊人	2015	5	2	9.1	12	2014	24.5723
蓝猫淘气3000问	2015	5	3	7.8	2799	2010	1.39287
munto	2015	5	4	8.2	20	2009	13.5957
神枪少女	2015	5	4	7.5	28	2008	9.17926
幻灵镇魂曲	2015	5	4	7	26	2009	9.33333
苍色骑士	2015	5	4	8.2	24	2008	11.4047
东之伊甸	2015	5	11	8.6	13	2010	20.4894
世界征服~谋略之星	2015	5	11	8.2	12	2014	23.1311
混沌头脑	2015	5	15	8.8	12	2008	20.7826
机器人日记	2015	5	15	9	22	2012	15.2935
命运石之门	2015	5	15	8.9	26	2013	14.0917
金色时光	2015	5	18	8.8	24	2013	14.8252
Q弟侦探因幡	2015	5	18	8.2	12	2013	22.1561
魔女的使命	2015	5	18	8.9	12	2014	24.252
GJ部	2015	5	18	8.5	13	2014	22.75
穷神来了	2015	5	21	8.4	13	2012	21.05
恶魔阿萨谢尔在召唤你	2015	5	21	8.4	17	2013	18.6491
濑户的花嫁	2015	5	21	7.7	27	2009	9.95057
热带雨林的爆笑生活	2015	5	21	8.8	39	2003	7.67354
锁锁美同学	2015	5	25	8.1	12	2013	22.0079
迷你偶像	2015	5	25	8.3	77	2014	7.77405
魔王勇者	2015	5	25	8.9	13	2013	22.337
恶魔奶爸	2015	5	25	8.7	59	2011	6.6281
在盛夏等待	2015	5	27	8.7	13	2014	23.05
海物语	2015	5	27	8.2	13	2009	19.3937
她和她的猫	2015	5	27	7.8	1	1999	30.5038
我为歌狂	2015	6	2	9.4	52	2002	6.34052
恋爱研究所	2015	6	9	8.5	13	2013	21.7825
沧澜钢铁的琶音	2015	6	9	8.9	12	2013	23.1939
军火女王	2015	6	16	8.9	25	2012	13.6353
恋爱与选举与巧克力	2015	6	16	8.5	12	2012	21.9599
葫芦娃	2015	6	26	8.5	22	2008	12.7063
魔方大厦	2015	6	26	8.4	10	1993	16.5191
BRAVO	2015	6	26	6.9	13	2002	13.7621
白鸽岛	2015	6	30	7.9	52	2003	5.4005
哪吒传奇	2015	6	30	6.1	52	2003	4.17001
fatestayningubw	2015	7	2	9.5	26	2014	16.7753
fatestaynighyt	2015	7	2	9.1	24	2006	12.1446
fatezero	2015	7	2	9.2	28	2012	12.8747
可塑性记忆	2015	7	2	8.5	13	2015	25.1474
吹响悠风号	2015	7	2	9	13	2015	13.2152
血界战线	2015	7	2	9.4	11	2015	28.9424
CANAAN	2015	7	5	8.8	13	2009	20.4063
RDG濒危物种少女	2015	7	5	8.9	12	2013	23.1939
恋旅～	2015	7	5	8.6	6	2013	31.9556
有顶天家族	2015	7	5	8.3	13	2013	21.5053
玻璃之春	2015	7	5	8.5	13	2014	22.75
少女骑士物语	2015	7	6	8.5	12	2013	22.6009
天书奇谭	2015	7	21	8.5	1	1983	22.2716
战姬绝唱	2015	7	21	7.5	28	2015	16.4286
幽游白书	2015	7	27	8.7	113	2009	3.78691
镜花缘	2015	7	27	8.3	4	1991	21.6938
三毛流浪记	2015	7	27	8	33	2006	8.43187
小马宝莉	2015	8	3	9.3	168	2015	11.1562
黑白小姐	2015	8	3	8.5	16	2015	23.1042
乌瑟的穷困生活	2015	8	3	7.8	27	2015	17.4296
监狱学园	2015	8	5	8	4	2015	39.1111
境界线上的地平线	2015	8	10	8.6	26	2012	12.7673
现视研	2015	8	10	8.3	38	2013	10.1101
电器街的漫画店	2015	8	10	8.3	6	2014	32.6114
overload	2015	8	10	8.5	5	2015	37.5278
干五妹小埋	2015	8	10	9.2	5	2015	38.4222
赤发白雪姬	2015	8	10	9.3	5	2015	38.55
未来都市	2015	8	10	8	11	2011	21.6108
偶像活动	2015	8	10	9.2	119	2014	7.19143
回转企鹅罐	2015	8	11	8.5	24	2011	12.8842
金钱掌控	2015	8	17	8.8	11	2011	22.7719
绝对防卫利维坦	2015	8	17	8.3	13	2013	21.5053
RWBY	2015	8	17	9.1	28	2014	15.2559
今天开始做魔王	2015	8	17	9.1	122	2008	3.59718
妄想代理人	2015	8	17	7.9	12	2004	17.4668
植木的法则	2015	8	17	8.5	51	2005	6.0897
黑街GANGSTA	2015	8	17	8.9	6	2015	36.1148
传说中勇者的传说	2015	8	21	8.7	25	2010	12.325
尸体派对	2015	8	21	7	4	2012	32.8056
我叫MT	2015	8	24	9.2	95	2013	6.30598
凉风	2015	8	24	8.7	26	2005	10.6773
拜托了双子星	2015	8	24	8.3	12	2003	17.9301
噬神者	2015	8	24	9.3	8	2015	32.6833
乱步奇谈	2015	8	24	9.1	8	2015	32.3389
潮与虎	2015	9	22	9	12	2015	27
迷糊餐厅	2015	9	22	8.3	37	2015	15.7775
六花的勇者	2015	9	22	9.3	12	2015	31.7778
悠哉日常大王	2015	9	22	9.3	24	2015	21.1083
魔法少女伊利亚	2015	9	22	8.7	28	2015	19.0571
sox	2015	9	22	9	12	2015	27
因果论	2015	10	7	8.9	12	2011	22.015
狗与剪刀的正确用法	2015	10	7	8.6	12	2013	22.7491
游戏王胶囊怪兽	2015	11	7	6.1	12	2006	14.1656
狼雨	2015	11	22	8.5	30	2003	8.98718
庶民样本	2015	11	22	9.3	7	2015	34.5286
仰望半月的夜空	2015	11	22	8.7	6	2006	26.5461
落第骑士英雄谭	2015	11	22	9.4	8	2015	32.8556
那就是声优	2015	11	24	8.4	13	2015	24.9692
最近妹妹的样子有点怪	2015	11	27	8	12	2014	22.8108
爱杀宝贝	2015	11	27	8.8	14	2013	21.4667
超元气三姐妹	2015	11	27	8.3	22	2011	13.5171
吊带袜天使	2015	11	27	8.6	14	2010	19.7312
神幻拍档	2015	12	15	9.2	15	2009	19.3535
狂欢节	2015	12	15	9	13	2013	22.4756
恋爱情结	2015	12	21	8.8	24	2007	11.9778
长在面包树上的女人	2015	12	23	9.8	38	2015	18.3965
敢打创造者try	2015	12	26	9.2	25	2014	16.7053
新妹魔王的契约者	2015	12	26	9.4	12	2014	30.1054
狗日的	2015	12	26	9.1	38	2015	17.0825
魔物娘的同居日常	2015	12	26	8	12	2015	30.2222
gate奇幻自卫队	2015	12	26	8.8	12	2015	33.2444
美男高校地球防卫部	2015	12	26	9.1	11	2015	35.8379
showbyrock	2015	12	26	8.7	12	2015	32.8667
敢达g	2015	12	26	8.6	26	2014	15.1861
飙速宅男	2015	12	26	9.1	64	2014	9.26503
jojo的奇妙冒险	2015	12	26	8.6	51	2015	14.2209
歌之王子殿下	2015	12	26	9.3	39	2015	17.2487
搜索吧！部活剧	2015	12	27	7.6	24	2014	14.211
众神的恶作剧	2015	12	27	9.3	12	2014	29.7851
虫师	2015	12	27	9.2	50	2014	10.6927
选择感染者	2015	12	27	6.8	24	2014	12.7151
革命机	2015	12	27	8.7	24	2013	14.6568
钻石王牌	2015	12	27	8.4	110	2015	10.9455
头文字D	2015	12	27	9.2	83	2014	8.28
女神异闻录	2015	12	27	8.8	39	2013	10.3283
搞姬日常	2015	12	28	8.9	13	2014	26.7
隐之王	2015	12	28	9	26	2008	11.7132
科学小飞侠	2015	12	28	7.9	13	2013	21.9016
VIVIDREDOPERATION	2015	12	28	8.1	12	2013	24.0158
兄弟战争	2015	12	28	9.1	13	2014	27.3
迷你偶像大师	2015	12	28	8.4	138	2014	6.2241
永生之酒	2016	1	25	9	16	2007	16.6895
京骚戏画	2016	1	25	8.3	18	2013	16.6364
黑白无双	2016	2	8	8.8	11	2015	30.2824
少年犯之七人	2016	2	15	8.7	26	2010	11.6
死后文	2016	2	15	8.6	13	2008	19.2534
魔力女管家	2016	2	15	7.1	2	2009	45.2514
速写者	2016	3	3	9	24	2005	11.5934
妖狐小红娘	2016	3	16	9.5	23	2015	18.3214
房东妹子青春期	2016	3	21	6.8	11	2016	27.4061
苍之彼方的四重奏	2016	3	21	7.7	10	2016	33.3667
只有我不在的街道	2016	3	21	9.4	11	2016	36.4424
粗点心战争	2016	3	21	7	10	2016	30.3333
无彩限的怪灵世界	2016	3	21	9.4	11	2016	36.4424
春与夏推理事件簿	2016	3	21	9.2	11	2016	36.0394
亚人	2016	3	21	8.4	8	2016	39.2
